semtag,id,term,DefStatus
procedure,711304008,Magnetic resonance imaging proctography (procedure),Sufficiently defined
procedure,711305009,Removal of implanted neurostimulator (procedure),Primitive
procedure,711306005,Ultrasonography of body cavity structure (procedure),Sufficiently defined
procedure,711307001,Colonoscopy using X-ray guidance (procedure),Sufficiently defined
procedure,711308006,Puncture of cyst of kidney using ultrasonographic guidance (procedure),Sufficiently defined
procedure,711309003,Computed tomography of sinus of abdomen (procedure),Sufficiently defined
procedure,711310008,Computed tomography of sinus of abdomen with contrast (procedure),Sufficiently defined
procedure,711311007,Computed tomography of sinus of pelvis (procedure),Sufficiently defined
procedure,711312000,Magnetic resonance imaging of sacrococcygeal region of spine (procedure),Sufficiently defined
procedure,711313005,Magnetic resonance imaging of sacrococcygeal region of spine with contrast (procedure),Sufficiently defined
procedure,711314004,Ultrasonography of soft tissues of back (procedure),Sufficiently defined
substance,711315003,Artemia salina protein (substance),Primitive
substance,711316002,Daphnia protein (substance),Primitive
substance,711317006,Toxic shock syndrome toxin 1 (substance),Primitive
substance,711318001,Climbazole (substance),Primitive
substance,711319009,Tenebrio mollitor protein (substance),Primitive
substance,711320003,Ethacridine (substance),Primitive
substance,711321004,Ethacridine lactate (substance),Primitive
substance,711322006,Helminth protein (substance),Primitive
substance,711323001,Anasakis protein (substance),Primitive
substance,711324007,Ascaris protein (substance),Primitive
substance,711325008,Echinococcus protein (substance),Primitive
physical object,711326009,Implantable vibrator bone-conduction hearing implant system (physical object),Primitive
physical object,711327000,Ureteral patency kit (physical object),Primitive
finding,711328005,At high risk of venous thromboembolism (finding),Primitive
disorder,711329002,Papilloma (disorder),Sufficiently defined
finding,711330007,Influenza A virus subtype H1N1 detected (finding),Primitive
finding,711331006,Polymerase chain reaction test for Hepatitis C positive (finding),Sufficiently defined
qualifier value,711332004,Allergy service (qualifier value),Primitive
procedure,711333009,Fluoroscopic dacryocystography with contrast (procedure),Sufficiently defined
finding,711334003,Influenza A virus H1N1 subtype not detected (finding),Primitive
substance,711335002,Carbocisteine lysine (substance),Primitive
substance,711336001,Pasiniazid (substance),Primitive
physical object,711337005,Implantable pulmonary artery pressure monitoring system (physical object),Primitive
physical object,711338000,Electronic occlusion spectacles (physical object),Primitive
physical object,711339008,Fundus camera battery-powered (physical object),Primitive
physical object,711340005,Assisted reproduction diode laser system (physical object),Primitive
physical object,711341009,Enteral feeding connector (physical object),Primitive
substance,711342002,Decadienoylcarnitine (substance),Primitive
physical object,711343007,Gastrointestinal endotherapy clip cutter (physical object),Primitive
physical object,711344001,Gastrointestinal endotherapy clip cutter generator (physical object),Primitive
physical object,711345000,Multi-modality physical therapy system (physical object),Primitive
physical object,711346004,Embryo-assessment microscope camera system application software (physical object),Primitive
physical object,711347008,Neonatal/infant continuous positive airway pressure unit (physical object),Primitive
physical object,711348003,Posterior lumbar spine prosthesis (physical object),Primitive
physical object,711349006,Pelvic floor tactile imaging system (physical object),Primitive
physical object,711350006,Atherectomy angioplasty system lubricant (physical object),Primitive
physical object,711351005,Atherectomy angioplasty system saline/lubricant pump (physical object),Primitive
procedure,711352003,Puncture of cyst of kidney using computed tomography guidance (procedure),Sufficiently defined
procedure,711353008,Doppler ultrasonography of artery of thorax (procedure),Sufficiently defined
procedure,711354002,Doppler ultrasonography of vascular structure of upper limb (procedure),Sufficiently defined
procedure,711355001,Fluoroscopic cholangiogram (procedure),Sufficiently defined
procedure,711356000,Fluoroscopic hypotonic duodenography (procedure),Sufficiently defined
procedure,711357009,Measurement of C-reactive protein using high sensitivity technique (procedure),Primitive
procedure,711358004,Measurement of anti-Mullerian hormone quantitative (procedure),Primitive
procedure,711359007,Measurement of ionized calcium in blood specimen (procedure),Primitive
qualifier value,711360002,Intraneural route (qualifier value),Primitive
finding,711361003,Tumor surgically unresectable (finding),Primitive
procedure,711363000,Fluoroscopic angioplasty of renal artery and insertion of stent (procedure),Sufficiently defined
procedure,711364006,Surgery using robotic assistance (procedure),Sufficiently defined
finding,711365007,High risk immunization (finding),Primitive
disorder,711366008,Injury of spleen during surgery (disorder),Primitive
procedure,711367004,Biopsy of rib using computed tomography guidance (procedure),Sufficiently defined
disorder,711368009,Polyp of splenic flexure of colon (disorder),Sufficiently defined
procedure,711369001,Stripping of diaphragm (procedure),Sufficiently defined
situation,711370000,Oral steroids used since last encounter (situation),Sufficiently defined
procedure,711371001,Gated computed tomography for cardiac function with contrast (procedure),Primitive
finding,711372008,Normal position of thoracoabdominal organ (finding),Primitive
finding,711373003,Thoracoabdominal organ finding (finding),Primitive
finding,711374009,Abnormal position of thoracoabdominal organ (finding),Primitive
finding,711375005,Abnormal morphology of thoracoabdominal organ (finding),Primitive
finding,711376006,Normal morphology of thoracoabdominal organ (finding),Primitive
procedure,711377002,Assessment for gastrostomy tube insertion (procedure),Primitive
qualifier value,711378007,Intramural route (qualifier value),Primitive
disorder,711379004,Interstitial lung disease due to connective tissue disease (disorder),Sufficiently defined
procedure,711380001,Assessment for minor surgery (procedure),Primitive
observable entity,711381002,Ability to perform spirometry (observable entity),Primitive
finding,711382009,Unable to perform spirometry (finding),Sufficiently defined
finding,711384005,Reduction of peripheral edema (finding),Primitive
procedure,711385006,Surgery inpatient care management (procedure),Primitive
procedure,711386007,Pregnancy detection care management (procedure),Primitive
finding,711387003,Deterioration in ability to walk (finding),Primitive
procedure,711388008,Acute asthma control management (procedure),Primitive
finding,711389000,Worsening exercise tolerance (finding),Primitive
physical object,711390009,Wearable cervical spine traction device (physical object),Primitive
physical object,711391008,Endoscope lens cleaner single-use (physical object),Primitive
physical object,711392001,Atherectomy coronary angioplasty system line-powered (physical object),Primitive
physical object,711393006,Gastrointestinal endotherapy clip (physical object),Primitive
physical object,711394000,Washbowl liner (physical object),Primitive
physical object,711395004,Posterior-chamber intraocular lens pseudophakic extended-focus (physical object),Primitive
physical object,711396003,Manual orthopaedic bender single-use (physical object),Primitive
physical object,711397007,Haemodynamic modelling web-based application software (physical object),Primitive
physical object,711398002,Pharmaceutical management support web-based application software (physical object),Primitive
physical object,711399005,Electronic cosmetic micro-needling handpiece (physical object),Primitive
physical object,711400003,Guayule-latex surgical glove non-powdered (physical object),Primitive
physical object,711401004,Multi-purpose surgical mesh collagen non-bioabsorbable (physical object),Primitive
physical object,711402006,Dermal tissue reconstructive material synthetic polymer (physical object),Primitive
disorder,711403001,Cerebral folate transport deficiency (disorder),Primitive
physical object,711404007,Cosmetic micro-needle cartridge (physical object),Primitive
physical object,711405008,Invasive vascular ultrasound system (physical object),Primitive
